log_id,routine_name,time_of_day,completion_date,completed,day_of_week,month
1808,Gratitude Log,Night,2026-02-15,1,Sunday,2026-02
1809,Gratitude Log,Night,2026-02-16,0,Monday,2026-02
1810,Gratitude Log,Night,2026-02-17,1,Tuesday,2026-02
1811,Gratitude Log,Night,2026-02-18,1,Wednesday,2026-02
1812,Gratitude Log,Night,2026-02-19,0,Thursday,2026-02
1813,Gratitude Log,Night,2026-02-20,1,Friday,2026-02
1814,Gratitude Log,Night,2026-02-21,0,Saturday,2026-02
1815,Gratitude Log,Night,2026-02-22,1,Sunday,2026-02
1816,Gratitude Log,Night,2026-02-23,1,Monday,2026-02
1817,Gratitude Log,Night,2026-02-24,1,Tuesday,2026-02
1818,Gratitude Log,Night,2026-02-25,0,Wednesday,2026-02
1819,Gratitude Log,Night,2026-02-26,1,Thursday,2026-02
1820,Gratitude Log,Night,2026-02-27,1,Friday,2026-02
1821,Gratitude Log,Night,2026-02-28,0,Saturday,2026-02
1822,Gratitude Log,Night,2026-03-01,1,Sunday,2026-03
1823,Gratitude Log,Night,2026-03-02,1,Monday,2026-03
1824,Gratitude Log,Night,2026-03-03,1,Tuesday,2026-03
1825,Gratitude Log,Night,2026-03-04,1,Wednesday,2026-03
1826,Gratitude Log,Night,2026-03-05,1,Thursday,2026-03
1827,Gratitude Log,Night,2026-03-06,1,Friday,2026-03
1828,Gratitude Log,Night,2026-03-07,1,Saturday,2026-03
1829,Gratitude Log,Night,2026-03-08,1,Sunday,2026-03
1830,Gratitude Log,Night,2026-03-09,1,Monday,2026-03
1831,Gratitude Log,Night,2026-03-10,0,Tuesday,2026-03
1832,Gratitude Log,Night,2026-03-11,1,Wednesday,2026-03
1833,Gratitude Log,Night,2026-03-12,1,Thursday,2026-03
1834,Gratitude Log,Night,2026-03-13,0,Friday,2026-03
1835,Gratitude Log,Night,2026-03-14,0,Saturday,2026-03
1836,Gratitude Log,Night,2026-03-15,0,Sunday,2026-03
1837,Gratitude Log,Night,2026-03-16,1,Monday,2026-03
1838,Gratitude Log,Night,2026-03-17,0,Tuesday,2026-03
1839,Gratitude Log,Night,2026-03-18,1,Wednesday,2026-03
1840,Gratitude Log,Night,2026-03-19,1,Thursday,2026-03
1841,Gratitude Log,Night,2026-03-20,1,Friday,2026-03
1842,Gratitude Log,Night,2026-03-21,1,Saturday,2026-03
1843,Gratitude Log,Night,2026-03-22,0,Sunday,2026-03
1844,Gratitude Log,Night,2026-03-23,1,Monday,2026-03
1845,Gratitude Log,Night,2026-03-24,1,Tuesday,2026-03
1846,Gratitude Log,Night,2026-03-25,0,Wednesday,2026-03
1847,Gratitude Log,Night,2026-03-26,1,Thursday,2026-03
1848,Gratitude Log,Night,2026-03-27,1,Friday,2026-03
1849,Gratitude Log,Night,2026-03-28,1,Saturday,2026-03
1850,Gratitude Log,Night,2026-03-29,1,Sunday,2026-03
1851,Gratitude Log,Night,2026-03-30,1,Monday,2026-03
1852,Gratitude Log,Night,2026-03-31,0,Tuesday,2026-03
1853,Gratitude Log,Night,2026-04-01,1,Wednesday,2026-04
1854,Gratitude Log,Night,2026-04-02,1,Thursday,2026-04
1855,Gratitude Log,Night,2026-04-03,0,Friday,2026-04
1856,Gratitude Log,Night,2026-04-04,1,Saturday,2026-04
1857,Gratitude Log,Night,2026-04-05,1,Sunday,2026-04
1858,Gratitude Log,Night,2026-04-06,1,Monday,2026-04
1859,Gratitude Log,Night,2026-04-07,1,Tuesday,2026-04
1860,Gratitude Log,Night,2026-04-08,1,Wednesday,2026-04
1861,Gratitude Log,Night,2026-04-09,1,Thursday,2026-04
1862,Gratitude Log,Night,2026-04-10,1,Friday,2026-04
1863,Gratitude Log,Night,2026-04-11,0,Saturday,2026-04
1864,Gratitude Log,Night,2026-04-12,1,Sunday,2026-04
1865,Gratitude Log,Night,2026-04-13,0,Monday,2026-04
1866,Gratitude Log,Night,2026-04-14,1,Tuesday,2026-04
1867,Gratitude Log,Night,2026-04-15,1,Wednesday,2026-04
1868,Gratitude Log,Night,2026-04-16,1,Thursday,2026-04
1869,Gratitude Log,Night,2026-04-17,0,Friday,2026-04
1870,Gratitude Log,Night,2026-04-18,1,Saturday,2026-04
1871,Gratitude Log,Night,2026-04-19,1,Sunday,2026-04
1872,Gratitude Log,Night,2026-04-20,0,Monday,2026-04
1873,Gratitude Log,Night,2026-04-21,1,Tuesday,2026-04
1874,Gratitude Log,Night,2026-04-22,0,Wednesday,2026-04
1875,Gratitude Log,Night,2026-04-23,1,Thursday,2026-04
1876,Gratitude Log,Night,2026-04-24,0,Friday,2026-04
1877,Gratitude Log,Night,2026-04-25,0,Saturday,2026-04
1878,Gratitude Log,Night,2026-04-26,0,Sunday,2026-04
1879,Gratitude Log,Night,2026-04-27,1,Monday,2026-04
1880,Gratitude Log,Night,2026-04-28,1,Tuesday,2026-04
1881,Gratitude Log,Night,2026-04-29,0,Wednesday,2026-04
1882,Gratitude Log,Night,2026-04-30,1,Thursday,2026-04
1883,Gratitude Log,Night,2026-05-01,1,Friday,2026-05
1884,Gratitude Log,Night,2026-05-02,0,Saturday,2026-05
1885,Gratitude Log,Night,2026-05-03,1,Sunday,2026-05
1886,Gratitude Log,Night,2026-05-04,1,Monday,2026-05
1887,Gratitude Log,Night,2026-05-05,1,Tuesday,2026-05
1888,Gratitude Log,Night,2026-05-06,1,Wednesday,2026-05
1889,Gratitude Log,Night,2026-05-07,1,Thursday,2026-05
1890,Gratitude Log,Night,2026-05-08,1,Friday,2026-05
1891,Stretch Routine,Night,2025-11-01,1,Saturday,2025-11
1892,Stretch Routine,Night,2025-11-02,0,Sunday,2025-11
1893,Stretch Routine,Night,2025-11-03,0,Monday,2025-11
1894,Stretch Routine,Night,2025-11-04,1,Tuesday,2025-11
1895,Stretch Routine,Night,2025-11-05,1,Wednesday,2025-11
1896,Stretch Routine,Night,2025-11-06,1,Thursday,2025-11
1897,Stretch Routine,Night,2025-11-07,1,Friday,2025-11
1898,Stretch Routine,Night,2025-11-08,1,Saturday,2025-11
1899,Stretch Routine,Night,2025-11-09,0,Sunday,2025-11
1900,Stretch Routine,Night,2025-11-10,1,Monday,2025-11
1901,Stretch Routine,Night,2025-11-11,0,Tuesday,2025-11
1902,Stretch Routine,Night,2025-11-12,1,Wednesday,2025-11
1903,Stretch Routine,Night,2025-11-13,1,Thursday,2025-11
1904,Stretch Routine,Night,2025-11-14,1,Friday,2025-11
1905,Stretch Routine,Night,2025-11-15,0,Saturday,2025-11
1906,Stretch Routine,Night,2025-11-16,1,Sunday,2025-11
1907,Stretch Routine,Night,2025-11-17,1,Monday,2025-11
1908,Stretch Routine,Night,2025-11-18,1,Tuesday,2025-11
1909,Stretch Routine,Night,2025-11-19,1,Wednesday,2025-11
1910,Stretch Routine,Night,2025-11-20,1,Thursday,2025-11
1911,Stretch Routine,Night,2025-11-21,1,Friday,2025-11
1912,Stretch Routine,Night,2025-11-22,1,Saturday,2025-11
1913,Stretch Routine,Night,2025-11-23,1,Sunday,2025-11
1914,Stretch Routine,Night,2025-11-24,1,Monday,2025-11
1915,Stretch Routine,Night,2025-11-25,0,Tuesday,2025-11
1916,Stretch Routine,Night,2025-11-26,1,Wednesday,2025-11
1917,Stretch Routine,Night,2025-11-27,0,Thursday,2025-11
1918,Stretch Routine,Night,2025-11-28,1,Friday,2025-11
1919,Stretch Routine,Night,2025-11-29,1,Saturday,2025-11
1920,Stretch Routine,Night,2025-11-30,1,Sunday,2025-11
1921,Stretch Routine,Night,2025-12-01,1,Monday,2025-12
1922,Stretch Routine,Night,2025-12-02,0,Tuesday,2025-12
1923,Stretch Routine,Night,2025-12-03,0,Wednesday,2025-12
1924,Stretch Routine,Night,2025-12-04,1,Thursday,2025-12
1925,Stretch Routine,Night,2025-12-05,1,Friday,2025-12
1926,Stretch Routine,Night,2025-12-06,1,Saturday,2025-12
1927,Stretch Routine,Night,2025-12-07,1,Sunday,2025-12
1928,Stretch Routine,Night,2025-12-08,1,Monday,2025-12
1929,Stretch Routine,Night,2025-12-09,1,Tuesday,2025-12
1930,Stretch Routine,Night,2025-12-10,0,Wednesday,2025-12
1931,Stretch Routine,Night,2025-12-11,1,Thursday,2025-12
1932,Stretch Routine,Night,2025-12-12,0,Friday,2025-12
1933,Stretch Routine,Night,2025-12-13,0,Saturday,2025-12
1934,Stretch Routine,Night,2025-12-14,0,Sunday,2025-12
1935,Stretch Routine,Night,2025-12-15,1,Monday,2025-12
1936,Stretch Routine,Night,2025-12-16,1,Tuesday,2025-12
1937,Stretch Routine,Night,2025-12-17,1,Wednesday,2025-12
1938,Stretch Routine,Night,2025-12-18,1,Thursday,2025-12
1939,Stretch Routine,Night,2025-12-19,1,Friday,2025-12
1940,Stretch Routine,Night,2025-12-20,0,Saturday,2025-12
1941,Stretch Routine,Night,2025-12-21,0,Sunday,2025-12
1942,Stretch Routine,Night,2025-12-22,0,Monday,2025-12
1943,Stretch Routine,Night,2025-12-23,0,Tuesday,2025-12
1944,Stretch Routine,Night,2025-12-24,1,Wednesday,2025-12
1945,Stretch Routine,Night,2025-12-25,1,Thursday,2025-12
1946,Stretch Routine,Night,2025-12-26,1,Friday,2025-12
1947,Stretch Routine,Night,2025-12-27,1,Saturday,2025-12
1948,Stretch Routine,Night,2025-12-28,0,Sunday,2025-12
1949,Stretch Routine,Night,2025-12-29,1,Monday,2025-12
1950,Stretch Routine,Night,2025-12-30,1,Tuesday,2025-12
1951,Stretch Routine,Night,2025-12-31,1,Wednesday,2025-12
1952,Stretch Routine,Night,2026-01-01,1,Thursday,2026-01
1953,Stretch Routine,Night,2026-01-02,1,Friday,2026-01
1954,Stretch Routine,Night,2026-01-03,0,Saturday,2026-01
1955,Stretch Routine,Night,2026-01-04,1,Sunday,2026-01
1956,Stretch Routine,Night,2026-01-05,1,Monday,2026-01
1957,Stretch Routine,Night,2026-01-06,1,Tuesday,2026-01
1958,Stretch Routine,Night,2026-01-07,1,Wednesday,2026-01
1959,Stretch Routine,Night,2026-01-08,1,Thursday,2026-01
1960,Stretch Routine,Night,2026-01-09,0,Friday,2026-01
1961,Stretch Routine,Night,2026-01-10,1,Saturday,2026-01
1962,Stretch Routine,Night,2026-01-11,1,Sunday,2026-01
1963,Stretch Routine,Night,2026-01-12,1,Monday,2026-01
1964,Stretch Routine,Night,2026-01-13,1,Tuesday,2026-01
1965,Stretch Routine,Night,2026-01-14,1,Wednesday,2026-01
1966,Stretch Routine,Night,2026-01-15,1,Thursday,2026-01
1967,Stretch Routine,Night,2026-01-16,1,Friday,2026-01
1968,Stretch Routine,Night,2026-01-17,0,Saturday,2026-01
1969,Stretch Routine,Night,2026-01-18,1,Sunday,2026-01
1970,Stretch Routine,Night,2026-01-19,1,Monday,2026-01
1971,Stretch Routine,Night,2026-01-20,1,Tuesday,2026-01
1972,Stretch Routine,Night,2026-01-21,1,Wednesday,2026-01
1973,Stretch Routine,Night,2026-01-22,0,Thursday,2026-01
1974,Stretch Routine,Night,2026-01-23,0,Friday,2026-01
1975,Stretch Routine,Night,2026-01-24,1,Saturday,2026-01
1976,Stretch Routine,Night,2026-01-25,0,Sunday,2026-01
1977,Stretch Routine,Night,2026-01-26,0,Monday,2026-01
1978,Stretch Routine,Night,2026-01-27,0,Tuesday,2026-01
1979,Stretch Routine,Night,2026-01-28,1,Wednesday,2026-01
1980,Stretch Routine,Night,2026-01-29,1,Thursday,2026-01
1981,Stretch Routine,Night,2026-01-30,1,Friday,2026-01
1982,Stretch Routine,Night,2026-01-31,0,Saturday,2026-01
1983,Stretch Routine,Night,2026-02-01,1,Sunday,2026-02
1984,Stretch Routine,Night,2026-02-02,1,Monday,2026-02
1985,Stretch Routine,Night,2026-02-03,1,Tuesday,2026-02
1986,Stretch Routine,Night,2026-02-04,1,Wednesday,2026-02
1987,Stretch Routine,Night,2026-02-05,1,Thursday,2026-02
1988,Stretch Routine,Night,2026-02-06,0,Friday,2026-02
1989,Stretch Routine,Night,2026-02-07,1,Saturday,2026-02
1990,Stretch Routine,Night,2026-02-08,0,Sunday,2026-02
1991,Stretch Routine,Night,2026-02-09,1,Monday,2026-02
1992,Stretch Routine,Night,2026-02-10,1,Tuesday,2026-02
1993,Stretch Routine,Night,2026-02-11,1,Wednesday,2026-02
1994,Stretch Routine,Night,2026-02-12,1,Thursday,2026-02
1995,Stretch Routine,Night,2026-02-13,1,Friday,2026-02
1996,Stretch Routine,Night,2026-02-14,0,Saturday,2026-02
1997,Stretch Routine,Night,2026-02-15,1,Sunday,2026-02
1998,Stretch Routine,Night,2026-02-16,0,Monday,2026-02
1999,Stretch Routine,Night,2026-02-17,1,Tuesday,2026-02
2000,Stretch Routine,Night,2026-02-18,1,Wednesday,2026-02
2001,Stretch Routine,Night,2026-02-19,1,Thursday,2026-02
2002,Stretch Routine,Night,2026-02-20,1,Friday,2026-02
2003,Stretch Routine,Night,2026-02-21,1,Saturday,2026-02
2004,Stretch Routine,Night,2026-02-22,1,Sunday,2026-02
2005,Stretch Routine,Night,2026-02-23,1,Monday,2026-02
2006,Stretch Routine,Night,2026-02-24,1,Tuesday,2026-02
2007,Stretch Routine,Night,2026-02-25,1,Wednesday,2026-02
2008,Stretch Routine,Night,2026-02-26,0,Thursday,2026-02
2009,Stretch Routine,Night,2026-02-27,1,Friday,2026-02
2010,Stretch Routine,Night,2026-02-28,1,Saturday,2026-02
2011,Stretch Routine,Night,2026-03-01,0,Sunday,2026-03
2012,Stretch Routine,Night,2026-03-02,1,Monday,2026-03
2013,Stretch Routine,Night,2026-03-03,1,Tuesday,2026-03
2014,Stretch Routine,Night,2026-03-04,1,Wednesday,2026-03
2015,Stretch Routine,Night,2026-03-05,1,Thursday,2026-03
2016,Stretch Routine,Night,2026-03-06,1,Friday,2026-03
2017,Stretch Routine,Night,2026-03-07,1,Saturday,2026-03
2018,Stretch Routine,Night,2026-03-08,0,Sunday,2026-03
2019,Stretch Routine,Night,2026-03-09,0,Monday,2026-03
2020,Stretch Routine,Night,2026-03-10,1,Tuesday,2026-03
2021,Stretch Routine,Night,2026-03-11,1,Wednesday,2026-03
2022,Stretch Routine,Night,2026-03-12,1,Thursday,2026-03
2023,Stretch Routine,Night,2026-03-13,1,Friday,2026-03
2024,Stretch Routine,Night,2026-03-14,1,Saturday,2026-03
2025,Stretch Routine,Night,2026-03-15,1,Sunday,2026-03
2026,Stretch Routine,Night,2026-03-16,1,Monday,2026-03
2027,Stretch Routine,Night,2026-03-17,1,Tuesday,2026-03
2028,Stretch Routine,Night,2026-03-18,0,Wednesday,2026-03
2029,Stretch Routine,Night,2026-03-19,1,Thursday,2026-03
2030,Stretch Routine,Night,2026-03-20,0,Friday,2026-03
2031,Stretch Routine,Night,2026-03-21,0,Saturday,2026-03
2032,Stretch Routine,Night,2026-03-22,1,Sunday,2026-03
2033,Stretch Routine,Night,2026-03-23,0,Monday,2026-03
2034,Stretch Routine,Night,2026-03-24,1,Tuesday,2026-03
2035,Stretch Routine,Night,2026-03-25,1,Wednesday,2026-03
2036,Stretch Routine,Night,2026-03-26,1,Thursday,2026-03
2037,Stretch Routine,Night,2026-03-27,1,Friday,2026-03
2038,Stretch Routine,Night,2026-03-28,1,Saturday,2026-03
2039,Stretch Routine,Night,2026-03-29,1,Sunday,2026-03
2040,Stretch Routine,Night,2026-03-30,1,Monday,2026-03
2041,Stretch Routine,Night,2026-03-31,1,Tuesday,2026-03
2042,Stretch Routine,Night,2026-04-01,1,Wednesday,2026-04
2043,Stretch Routine,Night,2026-04-02,1,Thursday,2026-04
2044,Stretch Routine,Night,2026-04-03,1,Friday,2026-04
2045,Stretch Routine,Night,2026-04-04,1,Saturday,2026-04
2046,Stretch Routine,Night,2026-04-05,1,Sunday,2026-04
2047,Stretch Routine,Night,2026-04-06,1,Monday,2026-04
2048,Stretch Routine,Night,2026-04-07,0,Tuesday,2026-04
2049,Stretch Routine,Night,2026-04-08,1,Wednesday,2026-04
2050,Stretch Routine,Night,2026-04-09,1,Thursday,2026-04
2051,Stretch Routine,Night,2026-04-10,1,Friday,2026-04
2052,Stretch Routine,Night,2026-04-11,0,Saturday,2026-04
2053,Stretch Routine,Night,2026-04-12,1,Sunday,2026-04
2054,Stretch Routine,Night,2026-04-13,1,Monday,2026-04
2055,Stretch Routine,Night,2026-04-14,1,Tuesday,2026-04
2056,Stretch Routine,Night,2026-04-15,1,Wednesday,2026-04
2057,Stretch Routine,Night,2026-04-16,1,Thursday,2026-04
2058,Stretch Routine,Night,2026-04-17,1,Friday,2026-04
2059,Stretch Routine,Night,2026-04-18,0,Saturday,2026-04
2060,Stretch Routine,Night,2026-04-19,1,Sunday,2026-04
2061,Stretch Routine,Night,2026-04-20,1,Monday,2026-04
2062,Stretch Routine,Night,2026-04-21,0,Tuesday,2026-04
2063,Stretch Routine,Night,2026-04-22,1,Wednesday,2026-04
2064,Stretch Routine,Night,2026-04-23,0,Thursday,2026-04
2065,Stretch Routine,Night,2026-04-24,1,Friday,2026-04
2066,Stretch Routine,Night,2026-04-25,0,Saturday,2026-04
2067,Stretch Routine,Night,2026-04-26,1,Sunday,2026-04
2068,Stretch Routine,Night,2026-04-27,0,Monday,2026-04
2069,Stretch Routine,Night,2026-04-28,0,Tuesday,2026-04
2070,Stretch Routine,Night,2026-04-29,1,Wednesday,2026-04
2071,Stretch Routine,Night,2026-04-30,1,Thursday,2026-04
2072,Stretch Routine,Night,2026-05-01,1,Friday,2026-05
2073,Stretch Routine,Night,2026-05-02,0,Saturday,2026-05
2074,Stretch Routine,Night,2026-05-03,1,Sunday,2026-05
2075,Stretch Routine,Night,2026-05-04,1,Monday,2026-05
2076,Stretch Routine,Night,2026-05-05,1,Tuesday,2026-05
2077,Stretch Routine,Night,2026-05-06,1,Wednesday,2026-05
2078,Stretch Routine,Night,2026-05-07,1,Thursday,2026-05
2079,Stretch Routine,Night,2026-05-08,0,Friday,2026-05
2080,Weekly Planning,Morning,2025-11-01,1,Saturday,2025-11
2081,Weekly Planning,Morning,2025-11-02,0,Sunday,2025-11
2082,Weekly Planning,Morning,2025-11-03,1,Monday,2025-11
2083,Weekly Planning,Morning,2025-11-04,1,Tuesday,2025-11
2084,Weekly Planning,Morning,2025-11-05,1,Wednesday,2025-11
2085,Weekly Planning,Morning,2025-11-06,1,Thursday,2025-11
2086,Weekly Planning,Morning,2025-11-07,0,Friday,2025-11
2087,Weekly Planning,Morning,2025-11-08,0,Saturday,2025-11
2088,Weekly Planning,Morning,2025-11-09,1,Sunday,2025-11
2089,Weekly Planning,Morning,2025-11-10,1,Monday,2025-11
2090,Weekly Planning,Morning,2025-11-11,1,Tuesday,2025-11
2091,Weekly Planning,Morning,2025-11-12,0,Wednesday,2025-11
2092,Weekly Planning,Morning,2025-11-13,0,Thursday,2025-11
2093,Weekly Planning,Morning,2025-11-14,0,Friday,2025-11
2094,Weekly Planning,Morning,2025-11-15,1,Saturday,2025-11
2095,Weekly Planning,Morning,2025-11-16,1,Sunday,2025-11
2096,Weekly Planning,Morning,2025-11-17,1,Monday,2025-11
2097,Weekly Planning,Morning,2025-11-18,1,Tuesday,2025-11
2098,Weekly Planning,Morning,2025-11-19,1,Wednesday,2025-11
2099,Weekly Planning,Morning,2025-11-20,1,Thursday,2025-11
2100,Weekly Planning,Morning,2025-11-21,1,Friday,2025-11
2101,Weekly Planning,Morning,2025-11-22,0,Saturday,2025-11
2102,Weekly Planning,Morning,2025-11-23,0,Sunday,2025-11
2103,Weekly Planning,Morning,2025-11-24,1,Monday,2025-11
2104,Weekly Planning,Morning,2025-11-25,1,Tuesday,2025-11
2105,Weekly Planning,Morning,2025-11-26,1,Wednesday,2025-11
2106,Weekly Planning,Morning,2025-11-27,0,Thursday,2025-11
2107,Weekly Planning,Morning,2025-11-28,0,Friday,2025-11
2108,Weekly Planning,Morning,2025-11-29,0,Saturday,2025-11
2109,Weekly Planning,Morning,2025-11-30,0,Sunday,2025-11
2110,Weekly Planning,Morning,2025-12-01,1,Monday,2025-12
2111,Weekly Planning,Morning,2025-12-02,1,Tuesday,2025-12
2112,Weekly Planning,Morning,2025-12-03,1,Wednesday,2025-12
2113,Weekly Planning,Morning,2025-12-04,1,Thursday,2025-12
2114,Weekly Planning,Morning,2025-12-05,1,Friday,2025-12
2115,Weekly Planning,Morning,2025-12-06,1,Saturday,2025-12
2116,Weekly Planning,Morning,2025-12-07,1,Sunday,2025-12
2117,Weekly Planning,Morning,2025-12-08,1,Monday,2025-12
2118,Weekly Planning,Morning,2025-12-09,0,Tuesday,2025-12
2119,Weekly Planning,Morning,2025-12-10,1,Wednesday,2025-12
2120,Weekly Planning,Morning,2025-12-11,1,Thursday,2025-12
2121,Weekly Planning,Morning,2025-12-12,1,Friday,2025-12
2122,Weekly Planning,Morning,2025-12-13,1,Saturday,2025-12
2123,Weekly Planning,Morning,2025-12-14,1,Sunday,2025-12
2124,Weekly Planning,Morning,2025-12-15,0,Monday,2025-12
2125,Weekly Planning,Morning,2025-12-16,1,Tuesday,2025-12
2126,Weekly Planning,Morning,2025-12-17,0,Wednesday,2025-12
2127,Weekly Planning,Morning,2025-12-18,1,Thursday,2025-12
2128,Weekly Planning,Morning,2025-12-19,1,Friday,2025-12
2129,Weekly Planning,Morning,2025-12-20,0,Saturday,2025-12
2130,Weekly Planning,Morning,2025-12-21,1,Sunday,2025-12
2131,Weekly Planning,Morning,2025-12-22,1,Monday,2025-12
2132,Weekly Planning,Morning,2025-12-23,0,Tuesday,2025-12
2133,Weekly Planning,Morning,2025-12-24,1,Wednesday,2025-12
2134,Weekly Planning,Morning,2025-12-25,0,Thursday,2025-12
2135,Weekly Planning,Morning,2025-12-26,1,Friday,2025-12
2136,Weekly Planning,Morning,2025-12-27,1,Saturday,2025-12
2137,Weekly Planning,Morning,2025-12-28,1,Sunday,2025-12
2138,Weekly Planning,Morning,2025-12-29,0,Monday,2025-12
2139,Weekly Planning,Morning,2025-12-30,1,Tuesday,2025-12
2140,Weekly Planning,Morning,2025-12-31,0,Wednesday,2025-12
2141,Weekly Planning,Morning,2026-01-01,0,Thursday,2026-01
2142,Weekly Planning,Morning,2026-01-02,1,Friday,2026-01
2143,Weekly Planning,Morning,2026-01-03,1,Saturday,2026-01
2144,Weekly Planning,Morning,2026-01-04,1,Sunday,2026-01
2145,Weekly Planning,Morning,2026-01-05,1,Monday,2026-01
2146,Weekly Planning,Morning,2026-01-06,1,Tuesday,2026-01
2147,Weekly Planning,Morning,2026-01-07,1,Wednesday,2026-01
2148,Weekly Planning,Morning,2026-01-08,0,Thursday,2026-01
2149,Weekly Planning,Morning,2026-01-09,0,Friday,2026-01
2150,Weekly Planning,Morning,2026-01-10,0,Saturday,2026-01
2151,Weekly Planning,Morning,2026-01-11,0,Sunday,2026-01
2152,Weekly Planning,Morning,2026-01-12,1,Monday,2026-01
2153,Weekly Planning,Morning,2026-01-13,1,Tuesday,2026-01
2154,Weekly Planning,Morning,2026-01-14,0,Wednesday,2026-01
2155,Weekly Planning,Morning,2026-01-15,1,Thursday,2026-01
2156,Weekly Planning,Morning,2026-01-16,0,Friday,2026-01
2157,Weekly Planning,Morning,2026-01-17,1,Saturday,2026-01
2158,Weekly Planning,Morning,2026-01-18,0,Sunday,2026-01
2159,Weekly Planning,Morning,2026-01-19,0,Monday,2026-01
2160,Weekly Planning,Morning,2026-01-20,0,Tuesday,2026-01
2161,Weekly Planning,Morning,2026-01-21,1,Wednesday,2026-01
2162,Weekly Planning,Morning,2026-01-22,0,Thursday,2026-01
2163,Weekly Planning,Morning,2026-01-23,1,Friday,2026-01
2164,Weekly Planning,Morning,2026-01-24,1,Saturday,2026-01
2165,Weekly Planning,Morning,2026-01-25,0,Sunday,2026-01
2166,Weekly Planning,Morning,2026-01-26,1,Monday,2026-01
2167,Weekly Planning,Morning,2026-01-27,1,Tuesday,2026-01
2168,Weekly Planning,Morning,2026-01-28,1,Wednesday,2026-01
2169,Weekly Planning,Morning,2026-01-29,1,Thursday,2026-01
2170,Weekly Planning,Morning,2026-01-30,1,Friday,2026-01
2171,Weekly Planning,Morning,2026-01-31,1,Saturday,2026-01
2172,Weekly Planning,Morning,2026-02-01,1,Sunday,2026-02
2173,Weekly Planning,Morning,2026-02-02,0,Monday,2026-02
2174,Weekly Planning,Morning,2026-02-03,1,Tuesday,2026-02
2175,Weekly Planning,Morning,2026-02-04,1,Wednesday,2026-02
2176,Weekly Planning,Morning,2026-02-05,1,Thursday,2026-02
2177,Weekly Planning,Morning,2026-02-06,1,Friday,2026-02
2178,Weekly Planning,Morning,2026-02-07,1,Saturday,2026-02
2179,Weekly Planning,Morning,2026-02-08,1,Sunday,2026-02
2180,Weekly Planning,Morning,2026-02-09,1,Monday,2026-02
2181,Weekly Planning,Morning,2026-02-10,1,Tuesday,2026-02
2182,Weekly Planning,Morning,2026-02-11,1,Wednesday,2026-02
2183,Weekly Planning,Morning,2026-02-12,1,Thursday,2026-02
2184,Weekly Planning,Morning,2026-02-13,1,Friday,2026-02
2185,Weekly Planning,Morning,2026-02-14,1,Saturday,2026-02
2186,Weekly Planning,Morning,2026-02-15,1,Sunday,2026-02
2187,Weekly Planning,Morning,2026-02-16,0,Monday,2026-02
2188,Weekly Planning,Morning,2026-02-17,1,Tuesday,2026-02
2189,Weekly Planning,Morning,2026-02-18,1,Wednesday,2026-02
2190,Weekly Planning,Morning,2026-02-19,1,Thursday,2026-02
2191,Weekly Planning,Morning,2026-02-20,0,Friday,2026-02
2192,Weekly Planning,Morning,2026-02-21,0,Saturday,2026-02
2193,Weekly Planning,Morning,2026-02-22,0,Sunday,2026-02
2194,Weekly Planning,Morning,2026-02-23,1,Monday,2026-02
2195,Weekly Planning,Morning,2026-02-24,0,Tuesday,2026-02
2196,Weekly Planning,Morning,2026-02-25,0,Wednesday,2026-02
2197,Weekly Planning,Morning,2026-02-26,0,Thursday,2026-02
2198,Weekly Planning,Morning,2026-02-27,1,Friday,2026-02
2199,Weekly Planning,Morning,2026-02-28,1,Saturday,2026-02
2200,Weekly Planning,Morning,2026-03-01,1,Sunday,2026-03
2201,Weekly Planning,Morning,2026-03-02,1,Monday,2026-03
2202,Weekly Planning,Morning,2026-03-03,0,Tuesday,2026-03
2203,Weekly Planning,Morning,2026-03-04,1,Wednesday,2026-03
2204,Weekly Planning,Morning,2026-03-05,1,Thursday,2026-03
2205,Weekly Planning,Morning,2026-03-06,1,Friday,2026-03
2206,Weekly Planning,Morning,2026-03-07,1,Saturday,2026-03
2207,Weekly Planning,Morning,2026-03-08,1,Sunday,2026-03
2208,Weekly Planning,Morning,2026-03-09,0,Monday,2026-03
2209,Weekly Planning,Morning,2026-03-10,1,Tuesday,2026-03
2210,Weekly Planning,Morning,2026-03-11,1,Wednesday,2026-03
2211,Weekly Planning,Morning,2026-03-12,1,Thursday,2026-03
2212,Weekly Planning,Morning,2026-03-13,1,Friday,2026-03
2213,Weekly Planning,Morning,2026-03-14,1,Saturday,2026-03
2214,Weekly Planning,Morning,2026-03-15,0,Sunday,2026-03
2215,Weekly Planning,Morning,2026-03-16,0,Monday,2026-03
2216,Weekly Planning,Morning,2026-03-17,0,Tuesday,2026-03
2217,Weekly Planning,Morning,2026-03-18,0,Wednesday,2026-03
2218,Weekly Planning,Morning,2026-03-19,1,Thursday,2026-03
2219,Weekly Planning,Morning,2026-03-20,0,Friday,2026-03
2220,Weekly Planning,Morning,2026-03-21,0,Saturday,2026-03
2221,Weekly Planning,Morning,2026-03-22,0,Sunday,2026-03
2222,Weekly Planning,Morning,2026-03-23,1,Monday,2026-03
2223,Weekly Planning,Morning,2026-03-24,0,Tuesday,2026-03
2224,Weekly Planning,Morning,2026-03-25,0,Wednesday,2026-03
2225,Weekly Planning,Morning,2026-03-26,0,Thursday,2026-03
